vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
Sports_480P-2dfe,Sports,480,105,2.401,2.328,2.295,2.309,0.559,0.62,0.617,0.602,720,576,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_480P-3195,Sports,480,121,3.537,3.094,3.235,3.442,0.541,0.676,0.575,0.527,720,576,yuv420p,25,NaN,NaN,NaN
Sports_480P-3404,Sports,480,117,3.533,3.207,3.287,3.357,0.484,0.477,0.467,0.466,854,480,yuv420p,24.746,NaN,NaN,NaN
Sports_480P-35ea,Sports,480,105,3.668,3.439,3.51,3.501,0.439,0.594,0.511,0.557,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_480P-3ca4,Sports,480,139,2.389,2.041,2.097,2.122,0.736,0.718,0.468,0.505,720,576,yuv420p,25,NaN,NaN,NaN
Sports_480P-3dfd,Sports,480,126,3.498,3.38,3.234,3.177,0.54,0.545,0.567,0.611,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_480P-3f50,Sports,480,127,4.234,4.32,4.242,3.922,0.397,0.43,0.369,0.511,960,540,yuv420p,25,NaN,NaN,NaN
Sports_480P-41a5,Sports,480,141,1.97,1.845,1.585,1.528,0.635,0.614,0.599,0.544,854,480,yuv420p,25,NaN,NaN,NaN
Sports_480P-44e5,Sports,480,129,3.17,2.991,3.332,3.276,0.693,0.648,0.534,0.508,720,576,yuv420p,25,NaN,NaN,NaN
Sports_480P-4cf8,Sports,480,119,2.023,1.728,1.813,2.053,0.866,0.538,0.661,0.564,720,576,yuv420p,25,NaN,NaN,NaN
Sports_480P-5224,Sports,480,115,2.866,2.915,2.688,2.516,0.645,0.519,0.543,0.571,640,480,yuv420p,29.662,NaN,NaN,NaN
Sports_480P-5871,Sports,480,126,2.698,2.553,2.637,2.723,0.571,0.557,0.625,0.699,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_480P-5f38,Sports,480,135,3.771,3.679,3.631,3.592,0.495,0.431,0.486,0.503,360,640,yuv420p,15.246,NaN,NaN,NaN
Sports_480P-6508,Sports,480,120,3.448,3.154,3.34,3.154,0.515,0.591,0.537,0.634,720,576,yuv420p,25,NaN,NaN,NaN
Sports_480P-6e41,Sports,480,115,3.306,3.213,3.369,3.226,0.625,0.594,0.592,0.608,720,576,yuv420p,25,NaN,NaN,NaN
Sports_480P-77e3,Sports,480,118,3.053,3.074,3.147,3.066,0.612,0.619,0.63,0.612,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_480P-7f7e,Sports,480,146,1.953,1.808,1.641,1.848,0.655,0.55,0.509,0.593,720,576,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-00a1,Sports,720,112,4.061,4.313,4.335,4.296,0.447,0.445,0.478,0.473,1280,960,yuv420p,48,NaN,NaN,NaN
Sports_720P-0104,Sports,720,141,4.223,4.272,4.327,4.365,0.603,0.556,0.47,0.451,1280,720,yuv420p,25,NaN,NaN,NaN
Sports_720P-058f,Sports,720,137,4.28,4.224,4.309,4.287,0.52,0.619,0.543,0.52,1280,720,yuv420p,119.880165289256,NaN,NaN,NaN
Sports_720P-07d0,Sports,720,129,3.863,3.813,3.665,3.595,0.471,0.501,0.459,0.542,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-0b9e,Sports,720,130,3.942,3.763,3.837,3.939,0.482,0.544,0.46,0.547,1280,720,yuv420p,50,NaN,NaN,NaN
Sports_720P-17fb,Sports,720,128,3.591,3.32,3.415,3.364,0.525,0.68,0.652,0.646,1280,720,yuv420p,30.052,NaN,NaN,NaN
Sports_720P-2191,Sports,720,128,3.789,3.971,3.917,3.951,0.551,0.499,0.495,0.537,1280,720,yuv420p,59.9400630914826,NaN,NaN,NaN
Sports_720P-2234,Sports,720,142,4.16,4.073,4.292,4.186,0.561,0.375,0.485,0.511,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-2632,Sports,720,112,3.884,3.687,3.662,3.785,0.491,0.525,0.52,0.482,1280,720,yuv420p,25,NaN,NaN,NaN
Sports_720P-2c06,Sports,720,117,3.978,3.581,3.834,3.836,0.421,0.443,0.515,0.431,1280,720,yuv420p,25,NaN,NaN,NaN
Sports_720P-2c80,Sports,720,115,3.136,3.235,3.106,3.182,0.654,0.515,0.627,0.615,1280,720,yuv420p,29.795,NaN,NaN,NaN
Sports_720P-3072,Sports,720,131,3.18,3.217,3.071,2.961,0.679,0.675,0.694,0.747,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-3338,Sports,720,115,4.483,4.371,4.31,4.367,0.426,0.451,0.434,0.408,1280,720,yuv420p,24,NaN,NaN,NaN
Sports_720P-33c6,Sports,720,124,2.985,2.991,2.916,2.978,0.624,0.6,0.554,0.621,1280,720,yuv422p,30,NaN,NaN,NaN
Sports_720P-38a1,Sports,720,129,3.165,2.782,2.792,3.369,0.695,0.616,0.626,0.54,1280,720,yuv420p,30,NaN,NaN,NaN
Sports_720P-3eb4,Sports,720,115,3.802,3.866,3.816,3.917,0.471,0.496,0.503,0.489,1280,720,yuv420p,25,NaN,NaN,NaN
Sports_720P-3ffe,Sports,720,127,3.011,2.879,3.09,2.827,0.663,0.606,0.626,0.655,1280,720,yuv420p,30.03,NaN,NaN,NaN
Sports_720P-4b69,Sports,720,113,3.903,3.703,3.618,3.615,0.498,0.541,0.59,0.501,1280,720,yuv420p,30,NaN,NaN,NaN
Sports_720P-4c6f,Sports,720,112,4.105,3.701,3.9,3.922,0.389,0.444,0.41,0.501,1280,720,yuv420p,25,NaN,NaN,NaN
Sports_720P-50cf,Sports,720,132,3.372,3.297,3.289,3.335,0.546,0.489,0.515,0.546,1280,720,yuv420p,24,NaN,NaN,NaN
Sports_720P-531c,Sports,720,112,4.555,4.515,4.532,4.473,0.388,0.409,0.405,0.464,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-5833,Sports,720,119,3.205,3.038,3.019,3.561,0.683,0.673,0.737,0.593,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-5ae1,Sports,720,141,4.333,4.287,4.244,4.381,0.52,0.601,0.619,0.502,1280,720,yuv420p,30,NaN,NaN,NaN
Sports_720P-5bfd,Sports,720,127,4.677,4.667,4.627,4.531,0.413,0.373,0.39,0.388,1280,960,yuv420p,47.9520547945205,NaN,NaN,NaN
Sports_720P-5e39,Sports,720,121,3.685,3.636,3.684,3.442,0.469,0.436,0.424,0.452,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-5ea4,Sports,720,144,4.238,4.257,4.182,4.214,0.544,0.525,0.43,0.439,1280,720,yuv420p,50,NaN,NaN,NaN
Sports_720P-62ba,Sports,720,124,2.965,2.882,2.883,3.014,0.587,0.635,0.648,0.63,1280,720,yuv420p,30,NaN,NaN,NaN
Sports_720P-6365,Sports,720,120,4.047,3.97,3.809,3.952,0.448,0.541,0.545,0.499,1280,720,yuv420p,59.9400630914826,NaN,NaN,NaN
Sports_720P-675b,Sports,720,133,3.201,3.226,3.247,3.377,0.677,0.548,0.574,0.595,1280,720,yuv420p,25,NaN,NaN,NaN
Sports_720P-69a0,Sports,720,117,3.878,4.057,3.873,3.782,0.504,0.646,0.6,0.567,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Sports_720P-6bb7,Sports,720,123,3.882,3.87,3.777,3.652,0.493,0.474,0.496,0.469,1280,720,yuv420p,25,NaN,NaN,NaN
Sports_720P-6d04,Sports,720,122,3.783,3.751,3.723,3.674,0.458,0.549,0.54,0.543,1280,720,yuv420p,59.9400630914826,NaN,NaN,NaN
Sports_720P-7ba7,Sports,720,122,3.566,3.451,3.426,3.516,0.554,0.49,0.575,0.533,1280,720,yuv420p,30,NaN,NaN,NaN
TelevisionClip_1080P-0432,TelevisionClip,1080,107,3.606,3.574,3.53,3.572,0.534,0.601,0.535,0.535,1920,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-0604,TelevisionClip,1080,114,3.765,4.008,3.637,3.721,0.518,0.616,0.498,0.493,1920,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-3758,TelevisionClip,1080,128,4.313,4.265,4.197,4.354,0.499,0.5,0.627,0.42,1920,1080,yuv420p,30,NaN,NaN,NaN
TelevisionClip_1080P-39e3,TelevisionClip,1080,137,4.607,4.561,4.515,4.612,0.413,0.395,0.435,0.368,1440,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-3b9b,TelevisionClip,1080,135,4.251,4.404,4.402,4.117,0.596,0.482,0.445,0.546,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-3d10,TelevisionClip,1080,145,4.052,4.017,4.161,4.326,0.616,0.646,0.561,0.543,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-3d83,TelevisionClip,1080,124,3.382,3.195,3.102,3.146,0.521,0.636,0.608,0.63,1920,1080,yuv420p,16.632,NaN,NaN,NaN
TelevisionClip_1080P-3e42,TelevisionClip,1080,137,1.989,1.644,1.67,1.837,0.861,0.567,0.6,0.682,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-401e,TelevisionClip,1080,123,4.227,4.299,4.331,4.299,0.359,0.474,0.504,0.477,1920,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-474b,TelevisionClip,1080,115,3.581,2.983,3.061,3.704,0.498,0.679,0.645,0.538,1920,1080,yuv422p10le,29.97,NaN,NaN,NaN
TelevisionClip_1080P-4ad8,TelevisionClip,1080,122,3.705,3.779,3.618,3.503,0.453,0.43,0.49,0.5,1920,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-4c24,TelevisionClip,1080,132,4.334,4.369,4.287,4.328,0.526,0.444,0.458,0.439,1920,1080,yuv420p,23.976023976024,NaN,NaN,NaN
TelevisionClip_1080P-4c94,TelevisionClip,1080,106,3.08,2.973,2.834,2.999,0.647,0.648,0.725,0.626,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-4ffb,TelevisionClip,1080,123,2.898,2.736,2.905,2.993,0.718,0.721,0.65,0.688,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-525d,TelevisionClip,1080,143,4.273,4.478,4.47,4.244,0.556,0.498,0.427,0.544,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-5278,TelevisionClip,1080,125,4.099,4.056,4.045,3.906,0.617,0.624,0.634,0.468,1920,1080,yuv420p,24.975024975025,NaN,NaN,NaN
TelevisionClip_1080P-58c5,TelevisionClip,1080,133,3.766,3.745,4.113,4.229,0.505,0.495,0.61,0.567,1920,1080,yuv422p10le,29.97,NaN,NaN,NaN
TelevisionClip_1080P-5e68,TelevisionClip,1080,134,4.604,4.593,4.581,4.593,0.409,0.382,0.4,0.404,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-5f62,TelevisionClip,1080,115,3.925,3.959,3.914,3.862,0.428,0.4,0.383,0.438,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-6026,TelevisionClip,1080,134,4.415,4.414,4.475,4.435,0.46,0.464,0.394,0.433,1920,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-6282,TelevisionClip,1080,115,4.199,4.403,4.199,4.212,0.389,0.438,0.583,0.48,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-63e6,TelevisionClip,1080,128,4.228,4.013,4.147,4.288,0.478,0.525,0.419,0.46,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_1080P-64e2,TelevisionClip,1080,106,3.791,3.47,3.455,3.671,0.534,0.672,0.663,0.579,1920,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-68c6,TelevisionClip,1080,132,4.561,4.661,4.658,4.613,0.436,0.374,0.387,0.387,1920,1080,yuv420p,25,NaN,NaN,NaN
TelevisionClip_1080P-7eff,TelevisionClip,1080,115,4.144,4.079,4.381,4.248,0.347,0.473,0.445,0.512,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_360P-0951,TelevisionClip,360,114,2.511,2.451,2.954,2.705,0.554,0.509,0.58,0.665,642,360,yuv420p,17.846,NaN,NaN,NaN
TelevisionClip_360P-11d5,TelevisionClip,360,120,2.842,2.769,2.469,2.721,0.61,0.693,0.551,0.58,540,360,yuv420p,30.2390011890606,NaN,NaN,NaN
TelevisionClip_360P-29f1,TelevisionClip,360,114,2.581,2.046,2.484,2.927,0.574,0.726,0.584,0.621,480,360,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_360P-3b9a,TelevisionClip,360,134,2.883,2.688,2.831,2.862,0.621,0.51,0.539,0.571,480,360,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_360P-74dd,TelevisionClip,360,106,3.58,3.477,3.66,3.72,0.474,0.55,0.434,0.454,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_360P-7b23,TelevisionClip,360,125,2.997,2.816,2.715,3.188,0.601,0.572,0.591,0.545,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-09d8,TelevisionClip,480,136,2.908,2.712,2.727,2.566,0.633,0.478,0.588,0.62,640,480,yuv420p,30,NaN,NaN,NaN
TelevisionClip_480P-0d89,TelevisionClip,480,118,3.231,3.151,2.982,3.136,0.518,0.455,0.582,0.47,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-0e46,TelevisionClip,480,109,2.881,2.874,2.652,2.409,0.631,0.612,0.539,0.533,640,480,yuv422p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-19d3,TelevisionClip,480,111,3.442,3.464,3.385,3.495,0.522,0.517,0.499,0.515,854,480,yuv420p,25,NaN,NaN,NaN
TelevisionClip_480P-1b49,TelevisionClip,480,117,3.183,2.922,2.855,2.913,0.512,0.623,0.523,0.605,640,480,yuv422p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-27ca,TelevisionClip,480,115,3.475,3.56,3.507,3.442,0.458,0.5,0.488,0.466,640,480,yuv422p,30,NaN,NaN,NaN
TelevisionClip_480P-280f,TelevisionClip,480,125,3.489,3.382,3.404,3.424,0.541,0.485,0.477,0.551,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-2ead,TelevisionClip,480,118,2.371,2.264,2.251,1.926,0.69,0.555,0.499,0.612,722,480,yuv420p,25,NaN,NaN,NaN
TelevisionClip_480P-30b6,TelevisionClip,480,107,2.609,2.784,2.793,2.832,0.535,0.643,0.627,0.65,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-3284,TelevisionClip,480,108,3.169,2.961,2.908,2.975,0.537,0.605,0.601,0.6,656,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-3617,TelevisionClip,480,122,2.312,1.599,2.585,2.84,0.653,0.659,0.65,0.64,848,480,yuv422p,30,NaN,NaN,NaN
TelevisionClip_480P-373d,TelevisionClip,480,147,3.044,2.969,2.573,2.476,0.633,0.605,0.47,0.533,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-3c64,TelevisionClip,480,106,3.456,3.271,3.279,3.221,0.485,0.431,0.451,0.483,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-415c,TelevisionClip,480,122,3.544,3.307,3.289,3.129,0.451,0.434,0.42,0.502,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-436c,TelevisionClip,480,117,2.823,2.823,2.657,2.817,0.661,0.605,0.506,0.586,368,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-4c6b,TelevisionClip,480,126,3.85,3.726,3.718,3.8,0.469,0.462,0.391,0.439,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-59f0,TelevisionClip,480,123,2.896,2.754,2.744,2.93,0.644,0.499,0.545,0.608,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_480P-723e,TelevisionClip,480,118,2.882,2.88,2.719,2.819,0.62,0.696,0.65,0.652,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_720P-1862,TelevisionClip,720,127,3.238,3.129,3.073,3.132,0.636,0.694,0.655,0.667,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_720P-19de,TelevisionClip,720,148,4.346,4.398,4.413,4.141,0.473,0.456,0.441,0.634,1280,720,yuv420p,25,NaN,NaN,NaN
TelevisionClip_720P-1b61,TelevisionClip,720,131,4.299,4.386,4.418,4.395,0.492,0.489,0.442,0.436,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_720P-2b20,TelevisionClip,720,156,4.437,4.489,4.593,4.438,0.481,0.477,0.438,0.52,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
TelevisionClip_720P-31ce,TelevisionClip,720,131,4.324,4.167,4.406,4.244,0.449,0.31,0.432,0.465,1280,720,yuv420p,24,NaN,NaN,NaN
TelevisionClip_720P-3f4c,TelevisionClip,720,115,2.515,1.902,1.903,NaN,0.83,0.684,0.698,NaN,1280,720,yuv420p,53.5690021231422,NaN,NaN,NaN
TelevisionClip_720P-44d1,TelevisionClip,720,112,3.839,3.746,3.819,3.687,0.498,0.472,0.567,0.488,1280,720,yuv420p,30,NaN,NaN,NaN
TelevisionClip_720P-4af1,TelevisionClip,720,118,3.213,3.176,3.108,3.384,0.673,0.68,0.637,0.577,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
TelevisionClip_720P-4edb,TelevisionClip,720,110,4.015,3.807,3.76,3.746,0.504,0.475,0.485,0.448,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
TelevisionClip_720P-522a,TelevisionClip,720,123,4.233,4.167,4.131,4.228,0.458,0.572,0.415,0.589,1280,720,yuv420p,25,NaN,NaN,NaN
TelevisionClip_720P-5e93,TelevisionClip,720,136,4.292,4.318,4.091,4.142,0.465,0.486,0.594,0.376,1280,720,yuv420p,25,NaN,NaN,NaN
TelevisionClip_720P-7c06,TelevisionClip,720,150,4.396,4.417,4.395,4.434,0.432,0.473,0.443,0.437,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_1080P-04d4,VerticalVideo,1080,106,4.15,4.293,4.195,4.317,0.429,0.502,0.455,0.484,1080,1920,yuv420p,29.85,NaN,NaN,NaN
VerticalVideo_1080P-1105,VerticalVideo,1080,127,3.828,3.826,3.861,3.891,0.501,0.453,0.455,0.47,1080,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_1080P-1ac1,VerticalVideo,1080,122,3.979,3.768,3.645,3.811,0.677,0.538,0.611,0.668,1080,1920,yuv420p,29.952,NaN,NaN,NaN
VerticalVideo_1080P-1c86,VerticalVideo,1080,136,1.848,1.487,1.322,1.549,1.027,0.719,0.583,0.814,1080,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_1080P-2053,VerticalVideo,1080,105,4.328,4.157,4.488,4.448,0.479,0.57,0.45,0.459,1080,1920,yuv420p,32.198,NaN,NaN,NaN
VerticalVideo_1080P-2195,VerticalVideo,1080,119,2.891,2.679,2.786,2.758,0.647,0.556,0.754,0.737,1088,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_1080P-2f00,VerticalVideo,1080,135,4.36,4.386,4.386,4.423,0.478,0.482,0.425,0.484,1080,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_1080P-30b0,VerticalVideo,1080,119,3.339,3.281,3.361,3.302,0.702,0.591,0.597,0.59,1088,1920,yuv420p,24,NaN,NaN,NaN
VerticalVideo_1080P-34ba,VerticalVideo,1080,134,3.382,3.511,3.264,NaN,0.703,0.606,0.788,NaN,1080,1920,yuv420p,111.71,NaN,NaN,NaN
VerticalVideo_1080P-360f,VerticalVideo,1080,159,4.189,4.232,4.214,4.104,0.564,0.61,0.527,0.515,1080,2220,yuv420p,37.402,NaN,NaN,NaN
VerticalVideo_1080P-3709,VerticalVideo,1080,123,4.367,4.267,4.399,4.386,0.466,0.591,0.501,0.447,1080,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_1080P-3a9b,VerticalVideo,1080,127,4.432,4.427,4.541,4.439,0.466,0.49,0.431,0.433,1080,1920,yuv420p,78.0670103092783,NaN,NaN,NaN
VerticalVideo_1080P-3d96,VerticalVideo,1080,143,4.452,4.383,4.402,NaN,0.456,0.553,0.547,NaN,1080,1920,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_1080P-4591,VerticalVideo,1080,114,3.439,3.491,3.615,3.366,0.509,0.504,0.534,0.523,1080,1920,yuv420p,29.791,NaN,NaN,NaN
VerticalVideo_1080P-4925,VerticalVideo,1080,129,4.496,4.379,4.5,4.503,0.453,0.571,0.443,0.408,1080,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_1080P-4b92,VerticalVideo,1080,123,4.119,4.251,4.301,4.261,0.393,0.479,0.475,0.556,1080,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_1080P-4da5,VerticalVideo,1080,134,4.257,4.141,4.403,4.244,0.603,0.614,0.488,0.521,1440,2560,yuv420p,88,NaN,NaN,NaN
VerticalVideo_1080P-6e19,VerticalVideo,1080,113,2.84,2.576,2.52,2.353,0.846,0.808,0.869,0.683,1088,1920,yuv420p,12.031,NaN,NaN,NaN
VerticalVideo_1080P-73b6,VerticalVideo,1080,111,4.034,3.981,4.157,4.014,0.529,0.503,0.629,0.512,1080,1920,yuv420p,59.9400630914826,NaN,NaN,NaN
VerticalVideo_1080P-766b,VerticalVideo,1080,106,3.305,3.347,3.183,3.232,0.449,0.454,0.52,0.487,1080,1920,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_1080P-7c5c,VerticalVideo,1080,121,3.78,3.778,3.806,4.013,0.512,0.525,0.515,0.631,1080,1920,yuv420p,59.9400630914826,NaN,NaN,NaN
VerticalVideo_1080P-7cf3,VerticalVideo,1080,117,3.955,4.005,3.919,4.042,0.424,0.443,0.459,0.399,1080,1920,yuv420p,30,NaN,NaN,NaN
VerticalVideo_2160P-6d62,VerticalVideo,2160,111,4.199,4.034,4.086,4.172,0.633,0.777,0.705,0.692,2160,3840,yuv420p,30,NaN,NaN,NaN
VerticalVideo_360P-0d29,VerticalVideo,360,116,2.809,2.614,2.605,2.495,0.701,0.63,0.719,0.738,480,640,yuv420p,26.39,NaN,NaN,NaN
VerticalVideo_360P-1424,VerticalVideo,360,126,3.732,3.729,3.705,3.834,0.491,0.493,0.496,0.503,480,800,yuv420p,26.296,NaN,NaN,NaN
VerticalVideo_360P-145e,VerticalVideo,360,127,2.606,2.232,2.512,2.059,0.763,0.851,0.819,0.723,480,640,yuv420p,25.035,NaN,NaN,NaN
VerticalVideo_360P-2bb0,VerticalVideo,360,121,3.073,3.057,3.302,3.311,0.647,0.642,0.51,0.482,480,720,yuv420p,29.73,NaN,NaN,NaN
VerticalVideo_360P-2f15,VerticalVideo,360,113,3.442,3.763,3.564,3.559,0.494,0.408,0.534,0.524,480,800,yuv420p,19.261,NaN,NaN,NaN
VerticalVideo_360P-2fa3,VerticalVideo,360,136,4.331,4.41,4.396,4.369,0.491,0.45,0.456,0.444,540,720,yuv420p,28.311,NaN,NaN,NaN
VerticalVideo_360P-3936,VerticalVideo,360,121,3.794,3.92,3.831,3.728,0.449,0.438,0.424,0.408,270,480,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_360P-3b4e,VerticalVideo,360,119,3.576,3.365,3.524,3.412,0.554,0.69,0.571,0.577,480,640,yuv420p,24.611,NaN,NaN,NaN
VerticalVideo_360P-42f1,VerticalVideo,360,114,3.603,3.673,3.48,3.376,0.492,0.519,0.525,0.525,406,720,yuv420p,30,NaN,NaN,NaN
VerticalVideo_360P-49de,VerticalVideo,360,130,3.223,3.136,3.025,2.965,0.702,0.671,0.666,0.728,480,640,yuv420p,23.942,NaN,NaN,NaN
VerticalVideo_360P-52c1,VerticalVideo,360,114,2.352,1.987,1.893,2.289,0.657,0.691,0.656,0.543,202,360,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_360P-5429,VerticalVideo,360,105,3.616,3.394,3.481,3.408,0.526,0.51,0.51,0.571,352,640,yuv420p,25,NaN,NaN,NaN
VerticalVideo_360P-54f7,VerticalVideo,360,123,4.146,4.116,4.07,3.986,0.399,0.577,0.6,0.543,480,800,yuv420p,53.448,NaN,NaN,NaN
VerticalVideo_360P-579c,VerticalVideo,360,119,3.058,3.127,3.136,2.853,0.803,0.706,0.732,0.796,600,600,yuv420p,12,NaN,NaN,NaN
VerticalVideo_360P-634f,VerticalVideo,360,124,4.523,4.429,4.472,4.327,0.42,0.439,0.415,0.462,432,768,yuv420p,30.2529989094875,NaN,NaN,NaN
VerticalVideo_360P-6490,VerticalVideo,360,107,2.973,2.795,2.868,2.709,0.73,0.766,0.722,0.783,480,720,yuv420p,10.157,NaN,NaN,NaN
VerticalVideo_360P-694d,VerticalVideo,360,118,3.454,3.383,3.346,3.436,0.454,0.489,0.497,0.488,480,640,yuv420p,15.134,NaN,NaN,NaN
VerticalVideo_360P-6ff2,VerticalVideo,360,125,3.543,3.259,3.203,3.184,0.516,0.6,0.577,0.536,480,640,yuv420p,29.165,NaN,NaN,NaN
VerticalVideo_360P-70a9,VerticalVideo,360,132,2.814,2.847,2.847,2.733,0.714,0.656,0.72,0.761,480,720,yuv420p,20,NaN,NaN,NaN
VerticalVideo_360P-7ba8,VerticalVideo,360,121,3.563,3.23,3.237,3.566,0.535,0.698,0.719,0.566,720,720,yuv420p,29.97002997003,NaN,NaN,NaN
VerticalVideo_360P-7ec3,VerticalVideo,360,129,3.909,3.875,3.886,3.885,0.515,0.545,0.529,0.521,406,720,yuv420p,30,NaN,NaN,NaN
VerticalVideo_480P-0b07,VerticalVideo,480,138,4.306,4.294,4.471,NaN,0.521,0.639,0.472,NaN,540,960,yuv420p,44.5530035335689,NaN,NaN,NaN
VerticalVideo_480P-1bb9,VerticalVideo,480,114,3.825,3.579,3.754,3.845,0.554,0.548,0.501,0.459,768,1024,yuv420p,30,NaN,NaN,NaN
VerticalVideo_480P-2aa1,VerticalVideo,480,139,4.402,4.404,4.44,4.383,0.394,0.417,0.391,0.417,608,1080,yuv420p,30,NaN,NaN,NaN
VerticalVideo_480P-2fa4,VerticalVideo,480,121,4.133,4.137,4.253,4.324,0.389,0.55,0.534,0.421,608,1080,yuv420p,29.804,NaN,NaN,NaN
VerticalVideo_480P-34b9,VerticalVideo,480,113,3.527,3.515,3.441,3.554,0.456,0.497,0.475,0.476,480,856,yuv420p,30.022,NaN,NaN,NaN
VerticalVideo_480P-3a6a,VerticalVideo,480,114,4.337,4.383,4.405,4.316,0.348,0.47,0.503,0.483,480,854,yuv420p,160,NaN,NaN,NaN
VerticalVideo_480P-40c5,VerticalVideo,480,134,3.157,3.179,3.338,3.075,0.695,0.666,0.553,0.632,480,848,yuv420p,30,NaN,NaN,NaN
VerticalVideo_480P-419c,VerticalVideo,480,143,3.78,3.588,3.564,3.641,0.447,0.454,0.475,0.48,480,848,yuv420p,30,NaN,NaN,NaN
VerticalVideo_480P-467e,VerticalVideo,480,127,3.383,3.205,3.157,3.216,0.52,0.673,0.705,0.623,480,854,yuv420p,30,NaN,NaN,NaN
